t,Ip,Ii,gt
367.0,65.71315,362.2535,-5.7965536
368.0,63.834686,356.47348,-5.764787
369.0,62.080116,350.69888,-5.726718
370.0,60.450577,344.98212,-5.6815786
371.0,58.926785,339.29395,-5.6291423
372.0,57.508713,333.7367,-5.5695763
373.0,56.179916,328.21103,-5.5033755
374.0,54.921875,322.76306,-5.431328
375.0,53.74583,317.30826,-5.354542
376.0,52.640663,312.02118,-5.2743745
377.0,51.599434,306.76685,-5.1923065
378.0,50.612762,301.57944,-5.109785
379.0,49.688843,296.51697,-5.028001
380.0,48.806416,291.52203,-4.947735
381.0,47.97604,286.6021,-4.86925
382.0,47.190735,281.786,-4.7922926
383.0,46.44098,277.02606,-4.7162027
384.0,45.73145,272.2874,-4.6400633
385.0,45.059837,267.7419,-4.562915
386.0,44.41827,263.1923,-4.4839272
387.0,43.808197,258.74792,-4.402482
388.0,43.23278,254.3966,-4.318177
389.0,42.6822,250.09912,-4.230823
390.0,42.155994,245.92432,-4.140423
391.0,41.66034,241.84,-4.047288
392.0,41.185394,237.80206,-3.9521985
393.0,40.735806,233.9248,-3.8565788
394.0,40.308224,230.10367,-3.7625089
395.0,39.90659,226.37788,-3.672445
396.0,39.526497,222.76094,-3.5886464
397.0,39.167046,219.1745,-3.5124621
398.0,38.839146,215.71765,-3.4438982
399.0,38.530956,212.28458,-3.3816044
400.0,38.252407,208.95956,-3.323302
401.0,38.00404,205.68015,-3.266387
402.0,37.784477,202.42259,-3.2084203
403.0,37.6016,199.23462,-3.147452
404.0,37.456635,196.1229,-3.0820844
405.0,37.357933,193.075,-3.0114646
406.0,37.302753,190.12085,-2.935182
407.0,37.30192,187.19312,-2.853189
408.0,37.359177,184.40645,-2.7656953
409.0,37.47547,181.65852,-2.6731296
410.0,37.655968,179.05441,-2.5760598
411.0,37.908348,176.55997,-2.4751587
412.0,38.23,174.1452,-2.3711662
413.0,38.633057,171.81924,-2.2648249
414.0,39.10913,169.62518,-2.1568751
415.0,39.66636,167.5053,-2.047974
416.0,40.304523,165.51834,-1.9386928
417.0,41.029396,163.63794,-1.8294375
418.0,41.84137,161.8605,-1.7204757
419.0,42.731255,160.18651,-1.6118736
420.0,43.7097,158.65515,-1.5035388
421.0,44.774807,157.23268,-1.3952053
422.0,45.927166,155.88652,-1.2864977
423.0,47.160496,154.663,-1.1769452
424.0,48.47396,153.54176,-1.0660701
425.0,49.874084,152.57481,-0.95339596
426.0,51.360153,151.67413,-0.838547
427.0,52.921856,150.86404,-0.72124183
428.0,54.56746,150.23764,-0.60135376
429.0,56.28334,149.69379,-0.47887278
430.0,58.078064,149.25641,-0.35393214
431.0,59.952255,148.97821,-0.2266972
432.0,61.88524,148.84154,-0.09736645
433.0,63.881924,148.80536,0.033947468
434.0,65.94797,148.90097,0.16716295
435.0,68.07098,149.15286,0.30221182
436.0,70.251175,149.54439,0.43875903
437.0,72.473145,150.06583,0.57596797
438.0,74.74407,150.69705,0.7124883
439.0,77.04074,151.45207,0.8470298
440.0,79.385704,152.4092,0.97946215
441.0,81.73964,153.45145,1.1110286
442.0,84.10274,154.6009,1.242979
443.0,86.486206,155.91817,1.3746859
444.0,88.86351,157.37135,1.5032761
445.0,91.24454,158.99286,1.6249338
446.0,93.58005,160.63052,1.7371275
447.0,95.88219,162.40486,1.8401936
448.0,98.151764,164.29019,1.9369156
449.0,100.374565,166.29599,2.0297189
450.0,102.526245,168.35023,2.1180387
451.0,104.60591,170.54724,2.1983728
