t,Ip,Ii,ft
451.0,104.52258,170.33026,-21.322083
452.0,106.4799,172.53262,-21.742142
453.0,108.35582,174.80586,-22.133244
454.0,110.13826,177.15155,-22.497446
455.0,111.784584,179.49384,-22.835583
456.0,113.30861,181.89182,-23.146141
457.0,114.68971,184.30907,-23.425327
458.0,115.90433,186.72134,-23.668272
459.0,116.95399,189.16492,-23.870205
460.0,117.796074,191.5701,-24.027498
461.0,118.46217,193.9972,-24.138073
462.0,118.9491,196.41995,-24.201263
463.0,119.21509,198.72475,-24.217228
464.0,119.28714,201.05794,-24.186256
465.0,119.130875,203.31084,-24.108192
466.0,118.756485,205.49936,-23.982235
467.0,118.14839,207.62161,-23.807022
468.0,117.32325,209.63977,-23.58113
469.0,116.27019,211.55865,-23.303722
470.0,115.01798,213.38512,-22.975477
471.0,113.5393,215.02426,-22.599106
472.0,111.879974,216.50607,-22.179583
473.0,110.03917,217.84044,-21.723164
474.0,108.02648,218.94656,-21.235725
475.0,105.85069,219.85431,-20.720444
476.0,103.54811,220.62592,-20.177263
477.0,101.12805,221.21735,-19.60511
478.0,98.61922,221.6431,-19.007053
479.0,96.05278,221.88309,-18.392958
480.0,93.46889,221.98463,-17.776016
481.0,90.84593,221.87039,-17.164747
482.0,88.18111,221.57687,-16.55989
483.0,85.5549,221.13916,-15.958497
484.0,82.93437,220.46648,-15.360407
485.0,80.34297,219.62027,-14.769827
486.0,77.79939,218.57466,-14.1928215
487.0,75.32738,217.45915,-13.633654
488.0,72.92411,216.18906,-13.093864
489.0,70.5924,214.82443,-12.573381
490.0,68.33008,213.3783,-12.072168
491.0,66.15882,211.85866,-11.591156
492.0,64.05424,210.19241,-11.131693
493.0,62.048084,208.56973,-10.694808
494.0,60.111107,206.88701,-10.280212
495.0,58.26893,205.13919,-9.886298
496.0,56.497337,203.33954,-9.510827
497.0,54.81274,201.5252,-9.152713
498.0,53.20397,199.57774,-8.812683
499.0,51.683723,197.60406,-8.49234
500.0,50.23848,195.52502,-8.192276
501.0,48.868156,193.35625,-7.9116144
502.0,47.55914,191.09518,-7.6485596
503.0,46.326126,188.82523,-7.4014325
504.0,45.151535,186.40771,-7.1692657
505.0,44.050636,184.0313,-6.9521465
506.0,43.007374,181.6287,-6.7505426
507.0,42.02061,179.24213,-6.564194
508.0,41.09692,176.87105,-6.391152
509.0,40.22488,174.59027,-6.2288423
510.0,39.41462,172.3431,-6.0764546
511.0,38.660576,170.1654,-5.9357896
512.0,37.956665,168.04437,-5.809113
513.0,37.30585,165.95728,-5.6967063
514.0,36.703194,163.9227,-5.5968943
515.0,36.148937,161.8933,-5.507912
516.0,35.64956,159.89505,-5.4291434
517.0,35.191406,157.89178,-5.3609276
518.0,34.787598,155.88855,-5.3037963
519.0,34.429523,153.87553,-5.2578506
520.0,34.12042,151.86356,-5.222653
521.0,33.856937,149.84247,-5.1974683
522.0,33.634613,147.83936,-5.181627
523.0,33.46102,145.83823,-5.174769
524.0,33.334087,143.88463,-5.1769443
525.0,33.248577,141.96329,-5.188461
526.0,33.204033,140.11288,-5.2095804
527.0,33.20287,138.3197,-5.240237
528.0,33.238922,136.62778,-5.2799344
529.0,33.31967,134.99597,-5.3279243
530.0,33.434933,133.43896,-5.383537
531.0,33.591488,131.94101,-5.446395
532.0,33.78315,130.5442,-5.516496
533.0,34.009228,129.17375,-5.5939717
534.0,34.272766,127.84781,-5.6788807
535.0,34.568195,126.56586,-5.771036
536.0,34.898315,125.346695,-5.87005
537.0,35.25882,124.213455,-5.975484
538.0,35.650723,123.08525,-6.086949
539.0,36.070835,122.032455,-6.20421
540.0,36.52179,121.03592,-6.32717
541.0,37.000652,120.12935,-6.455756
542.0,37.509624,119.295876,-6.5898786
543.0,38.040287,118.506454,-6.729295
544.0,38.597527,117.82369,-6.8736176
545.0,39.178875,117.15852,-7.0223465
546.0,39.78706,116.567764,-7.175024
547.0,40.414764,116.00763,-7.3313293
548.0,41.067207,115.475815,-7.491294
549.0,41.736626,114.99431,-7.6552343
550.0,42.429115,114.52887,-7.8236756
551.0,43.144196,114.1346,-7.9969697
552.0,43.879986,113.7359,-8.175016
553.0,44.63326,113.42115,-8.356953
554.0,45.398365,113.10234,-8.541352
555.0,46.179344,112.867546,-8.726759
556.0,46.98166,112.71185,-8.912672
557.0,47.796387,112.63716,-9.10014
558.0,48.620705,112.64387,-9.291207
559.0,49.46096,112.79356,-9.487018
560.0,50.31335,113.0126,-9.686435
561.0,51.17761,113.3217,-9.886704
562.0,52.049294,113.71768,-10.0858755
