t,Ip,Ii,ft
342.0,227.14838,461.63702,-44.57644
343.0,213.4743,463.23978,-41.357975
344.0,200.4574,463.91733,-38.31306
345.0,188.17046,463.776,-35.45642
346.0,176.6765,462.8972,-32.79425
347.0,165.94002,461.282,-30.325972
348.0,155.9808,459.09296,-28.046236
349.0,146.73969,456.3,-25.94804
350.0,138.23483,453.03323,-24.02383
351.0,130.41763,449.23163,-22.265957
352.0,123.23078,445.12003,-20.66598
353.0,116.67641,440.71335,-19.213932
354.0,110.66261,435.97592,-17.898338
355.0,105.149155,430.9474,-16.70676
356.0,100.09029,425.71954,-15.626996
357.0,95.48345,420.39032,-14.648054
358.0,91.26185,414.85553,-13.760564
359.0,87.38286,409.13977,-12.956617
360.0,83.83424,403.42862,-12.229253
361.0,80.56002,397.60675,-11.571912
362.0,77.56787,391.7624,-10.978097
363.0,74.79671,385.84912,-10.44133
364.0,72.25017,379.95236,-9.955349
365.0,69.88797,373.98178,-9.514329
366.0,67.70349,368.04965,-9.113144
367.0,65.68324,362.25546,-8.747437
368.0,63.806213,356.3968,-8.413639
369.0,62.052315,350.58447,-8.108877
370.0,60.426247,344.79803,-7.830755
371.0,58.902565,339.12253,-7.577203
372.0,57.483475,333.51172,-7.3462696
373.0,56.1466,327.92773,-7.1360435
374.0,54.895947,322.51013,-6.9445357
375.0,53.72634,317.08545,-6.769771
376.0,52.616753,311.77502,-6.609827
377.0,51.571686,306.52094,-6.462946
378.0,50.591877,301.4497,-6.327682
379.0,49.660835,296.3784,-6.202896
380.0,48.78242,291.3537,-6.087819
381.0,47.95174,286.5266,-5.981928
382.0,47.165726,281.6828,-5.8848295
383.0,46.41964,276.9481,-5.7961597
384.0,45.711304,272.29883,-5.715439
385.0,45.03787,267.73224,-5.642064
386.0,44.396027,263.2165,-5.5753384
387.0,43.787624,258.7993,-5.51453
388.0,43.211273,254.45802,-5.4589653
389.0,42.656227,250.23189,-5.4081135
390.0,42.133213,246.0492,-5.36158
391.0,41.639317,241.9458,-5.319145
