t,Ip,Ii,gt
427.0,52.92247,150.50266,-0.692893
428.0,54.563072,149.86256,-0.5541395
429.0,56.27851,149.39275,-0.41846132
430.0,58.058502,149.03418,-0.2874881
431.0,59.924767,148.83661,-0.16147661
432.0,61.86159,148.71698,-0.0391227
433.0,63.877,148.73584,0.08214879
434.0,65.93561,148.88162,0.20521873
435.0,68.05179,149.14996,0.33226353
436.0,70.23091,149.57008,0.46397132
437.0,72.45961,150.1023,0.5994002
438.0,74.73259,150.77118,0.73640335
439.0,77.02481,151.55426,0.8722825
440.0,79.3651,152.50366,1.0045595
441.0,81.72127,153.58133,1.1313944
442.0,84.09442,154.75255,1.2518471
443.0,86.479164,156.08272,1.3657851
444.0,88.85493,157.48776,1.4737765
445.0,91.213005,159.006,1.576838
446.0,93.53772,160.63124,1.6762437
447.0,95.85947,162.36092,1.7732642
448.0,98.14102,164.18436,1.8688959
449.0,100.34825,166.0873,1.9634686
450.0,102.511444,168.12453,2.0563436
451.0,104.5752,170.20325,2.1457474
452.0,106.56364,172.39822,2.2291431
453.0,108.44678,174.68028,2.3039126
454.0,110.21214,176.99341,2.3681438
455.0,111.865135,179.39256,2.4209423
456.0,113.3925,181.8703,2.462172
457.0,114.75597,184.32309,2.491879
458.0,115.9637,186.81839,2.5098248
459.0,117.01262,189.36258,2.515325
460.0,117.874245,191.88005,2.5073986
461.0,118.55107,194.37436,2.4849067
462.0,119.00766,196.81842,2.4466558
463.0,119.28419,199.25757,2.3914237
464.0,119.33599,201.59743,2.3182385
465.0,119.20714,203.88777,2.22679
466.0,118.832855,206.04765,2.1179664
467.0,118.25306,208.13231,1.9940368
468.0,117.42661,210.0611,1.858527
469.0,116.36302,211.8411,1.7158315
470.0,115.078026,213.48042,1.5707712
471.0,113.595085,214.97655,1.4276185
472.0,111.924576,216.34207,1.2888504
473.0,110.0735,217.56339,1.1543372
474.0,108.06871,218.64029,1.0217265
475.0,105.900345,219.58163,0.88737226
476.0,103.61209,220.40619,0.747252
477.0,101.19903,221.06154,0.5974121
478.0,98.69704,221.6007,0.43454957
479.0,96.12483,221.91826,0.2567773
480.0,93.52271,222.0939,0.06472051
481.0,90.87864,222.03891,-0.13799524
482.0,88.24153,221.82373,-0.34506094
483.0,85.578285,221.3476,-0.54884446
484.0,82.9595,220.70334,-0.74195015
485.0,80.385056,219.88857,-0.91867596
486.0,77.85957,218.90044,-1.0755424
487.0,75.38017,217.74352,-1.2112193
488.0,72.96944,216.44687,-1.3260791
489.0,70.632515,215.08487,-1.4220386
490.0,68.36418,213.64133,-1.5026346
491.0,66.162964,212.0846,-1.5729394
492.0,64.05037,210.47359,-1.6389304
493.0,62.03007,208.8081,-1.7060573
